1:  17/63x48÷17=
5196:  10x(87x11)=
5197:  (30÷96)÷8=
5198:  46+(63/71x89)/33=
5199:  72+(77+34)=
5200:  80+64/73÷98=
5201:  42-14+41=
5202:  7+(60x78)=
5203:  37+(61-30)=
5204:  11÷81x19=
5205:  75÷(32+34)=
5206:  24+16x71=
5207:  11/25÷24x50=
5208:  63x(56/99÷86)/43=
5209:  (93+40)x66=
5210:  (17x16)/74+63=
5211:  19-17÷43=
5212:  (53x47)+40=
5213:  69/32x(81+37)=
5214:  39/90÷10+16=
5215:  (20/37÷7)+10=
5216:  (56÷99)+15/40=
5217:  41÷92+35=
5218:  80÷(26/90x16)/35=
5219:  63x(7+89)=
5220:  62+92÷84=
5221:  19x(93÷61)=
5222:  65÷(77/69x19)=
5223:  (56-10)÷58=
5224:  (73÷49)÷48/99=
5225:  80÷(36x81)=
5226:  72/35÷(35-22)=
5227:  (57x13)/27÷46=
5228:  52÷64÷91/23=
5229:  56x47+60=
5230:  52÷(23x21)=
5231:  1÷(16÷81)=
5232:  44x(64+77)=
5233:  (96+12)/78x63=
5234:  (32x33)+25=
5235:  (7÷53)x14=
5236:  82+93/13÷92/88=
5237:  83÷82/53+42=
5238:  51+54x35/26=
5239:  55-20÷2=
5240:  9x(5+20)=
5241:  (14/20+15)÷7=
5242:  (100x31)+83/40=
5243:  (29÷54)x80=
5244:  34÷(99÷2)=
5245:  74-17-6=
5246:  60÷90+44=
5247:  53/16+59÷53=
5248:  64÷(45/81÷12)=
5249:  (95x100)-84/23=
5250:  3+21x43=
5251:  15+65÷50=
5252:  69x(31x33)=
5253:  19/9x(22/97+72)/59=
5254:  35÷(28÷100)=
5255:  (68-34)/79x79=
5256:  7-3÷52=
5257:  5/37x39x71=
5258:  97+6+48=
5259:  79-(27÷26)=
5260:  (40+92)-12=
5261:  (100-60)x25=
5262:  4÷43+38/22=
5263:  99+26/60÷49/9=
5264:  87-(77÷92)/67=
5265:  20x44+87=
5266:  20x77x24=
5267:  (96-2)/11-28/11=
5268:  88+(84+57)=
5269:  (1x62)-59=
5270:  (73+68)x70=
5271:  (12/12x28)÷64=
5272:  (47/63x66)÷97=
5273:  60+(82+38)=
5274:  30x(63/20x59)=
5275:  (61-13)÷79=
5276:  47+83+80=
5277:  20+(47+39)=
5278:  60+15-72=
5279:  33/12+(95x21)=
5280:  60x66÷15=
5281:  (23÷78)/58x78=
5282:  94-(45÷16)=
5283:  72÷(81-32)/55=
5284:  (79/7x45)/77+49=
5285:  71-(1+16)=
5286:  60÷45/57-63=
5287:  10+65+37=
5288:  (40-8)÷35=
5289:  (52+64)+78=
5290:  64/4+33+29=
5291:  41x(47/25÷100)=
5292:  (12/97x88)÷15=
5293:  44x28x11=
5294:  (57÷34)÷50/59=
5295:  (71/66÷38)+67=
5296:  83-(59-28)=
5297:  (44x94)÷47=
5298:  (21+79)x13=
5299:  (6+89)/50x12/86=
5300:  38÷(17÷91)=
5301:  85x36-73=
5302:  (26x26)x19=
5303:  50x(8x77)=
5304:  (49-34)÷85=
5305:  49x40÷39=
5306:  44÷78x47/74=
5307:  85-(37+85)/58=
5308:  10÷(6÷53)=
5309:  32-(57/32÷55)=
5310:  (36÷52)+52=
5311:  69/64x78x52=
5312:  3÷62+36=
5313:  74÷15÷56/92=
5314:  78+(25x93)=
5315:  85x86+5=
5316:  22+(30÷23)=
5317:  6-(33÷48)/65=
5318:  21/98÷44/17+56=
5319:  (14+92)-38=
5320:  25x68-82=
5321:  (64x79)-2/62=
5322:  17x(10+44)/30=
5323:  (96x73)-14=
5324:  50x(84+93)/56=
5325:  31-90÷65/4=
5326:  (76-15)x72/98=
5327:  (89+29)+73/65=
5328:  9÷(88-64)=
5329:  (94-1)+27=
5330:  49÷(98÷70)=
5331:  97x(12/42+30)=
5332:  53x86-35=
5333:  15x6÷37/85=
5334:  (72x32)÷73=
5335:  33/32÷(28÷45)=
5336:  (64+13)÷33=
5337:  30+27+50=
5338:  93-74x42/41=
5339:  (37÷2)+45=
5340:  (65+83)+63=
5341:  42+(60+92)=
5342:  (73-71)+20=
5343:  15-(69+77)/11=
5344:  28÷80/66x78=
5345:  58+69-4=
5346:  39÷(34+98)=
5347:  33/15+(54x18)=
5348:  45+96x87=
5349:  79+(37x29)/55=
5350:  98+(16/31+65)=
5351:  99÷(39+70)=
5352:  62÷(94+65)=
5353:  39x81÷17/78=
5354:  (99÷44)x83/45=
5355:  29x24÷68=
5356:  61÷(95x77)=
5357:  (4+51)/83+16=
5358:  (78/63÷70)/48x19=
5359:  (63÷47)÷21=
5360:  (81-78)+88=
5361:  (55÷29)-48/68=
5362:  65/53x(52÷23)=
5363:  12+(39÷33)=
5364:  (30+78)+39=
5365:  60÷(79x86)=
5366:  59+(32+25)=
5367:  12x34x6=
5368:  (54-32)-45/43=
5369:  (82x36)+50=
5370:  29+11/2÷28=
5371:  (100+89)x91=
5372:  (1÷87)÷4/57=
5373:  (45-43)÷50/81=
5374:  (31x27)x2/54=
5375:  26÷38x92=
5376:  61x11/72x12=
5377:  83x52-45=
5378:  41+95÷89=
5379:  86-(56-22)=
5380:  50÷(82+29)=
5381:  (28/82÷29)x27=
5382:  47+59/24x90=
5383:  77÷68÷52=
5384:  33/46÷9÷55=
5385:  97/4+(91x9)=
5386:  71x(4+85)=
5387:  (21x65)/2-82=
5388:  59x49÷16=
5389:  (80-24)x60/82=
5390:  (97÷15)/18x61=
5391:  12÷(7x87)/44=
5392:  (97÷24)x67=
5393:  92+47÷17=
5394:  92÷49/79÷22=
5395:  75÷(24÷4)=
5396:  70x51x19=
5397:  96÷55/65+78/94=
5398:  (42÷78)÷83/57=
5399:  100÷(22÷97)=
5400:  61+37/31x65=
5401:  54+(92x86)=
5402:  (28/78÷19)+73=
5403:  66+(35+13)=
5404:  (73/33x56)-80=
5405:  (90÷98)/44x33/52=
5406:  (75+26)x34=
5407:  42-2-64/83=
5408:  4/18+(90/42÷32)=
5409:  17÷44+57=
5410:  63+(44+53)=
5411:  93/63+69÷7=
5412:  (32x26)/4x52/1=
5413:  7/40+96-1=
5414:  (23x41)÷79=
5415:  97/86÷67+83=
5416:  19÷94x94/15=
5417:  89x(36/4x58)=
5418:  (73-52)x71=
5419:  (44/50+60)+84=
5420:  56+76-12=
5421:  (13+21)x65=
5422:  (58÷23)x59=
5423:  55÷(69/76x17)=
5424:  29x75-81=
5425:  34+90÷95=
5426:  91-(28-7)=
5427:  97x(14÷48)=
5428:  56+25x12=
5429:  5-(33/74÷78)=
5430:  (47÷39)x32=
5431:  32+(82x28)/41=
5432:  (40/7x36)/4+78/27=
5433:  (84x29)-100=
5434:  93x(61/98÷9)=
5435:  (100/77x65)+99=
5436:  15x29+62=
5437:  18x30+39=
5438:  7/88÷(91-72)=
5439:  96+27-19=
5440:  (10÷33)+89=
5441:  91÷15x92/86=
5442:  20÷5+48/37=
5443:  (73/38+68)-14=
5444:  (41+90)x15/19=
5445:  43x99÷10=
5446:  (23+52)÷15=
5447:  (15÷60)+60=
5448:  48+(17x26)=
5449:  (59-53)+32=
5450:  (93x26)x5/18=
5451:  (11÷46)+51=
5452:  38+18x92=
5453:  (18+46)+28=
5454:  (61x12)x3/64=
5455:  65-(5÷81)=
5456:  35/65÷30/11÷77=
5457:  79x68+91=
5458:  13÷30+53=
5459:  95÷(92÷10)=
5460:  67/7÷(52÷8)=
5461:  95+25+73=
5462:  87÷27x61=
5463:  97-(16+39)=
5464:  (94/19x26)-42=
5465:  (44+17)-84/10=
5466:  43x70/20+53=
5467:  (57+55)+37=
5468:  88-(52+26)=
5469:  68+(44x77)=
5470:  86÷10/88-21=
5471:  55÷(29/67+16)/99=
5472:  (20x68)+49=
5473:  55x89-83/72=
5474:  (14/5+56)+73=
5475:  (9-1)/98÷23=
5476:  31÷(43+4)=
5477:  (77+3)+62=
5478:  79÷(69-14)=
5479:  74÷(52+50)=
5480:  (27/98+22)÷94/15=
5481:  (80x62)÷56=
5482:  (60+42)/26+35=
5483:  70/21+(87-25)=
5484:  7/27+42x14=
5485:  45/24+98÷13/93=
5486:  53+15x16=
5487:  46x(87+79)=
5488:  (28+65)/2x4/94=
5489:  81/88x7x72=
5490:  (69/47+10)/98x32=
5491:  4-22/82+39=
5492:  (97-52)x13=
5493:  15+(92÷43)=
5494:  53÷(61/37x68)=
5495:  (97+77)x98=
5496:  29-(95-30)/16=
5497:  (52x70)÷36=
5498:  66-(17+7)=
5499:  (66-31)÷76/42=
5500:  1÷56/43+8/91=
5501:  (46+82)+100/9=
5502:  (84-80)x1=
5503:  (86x12)/39+12=
5504:  61x87÷63/89=
5505:  (63+76)-75/8=
5506:  (87+87)x97=
5507:  54x28÷46/47=
5508:  76-(46÷53)=
5509:  39-37/22÷32=
5510:  55/25+67/25+88=
5511:  32÷(86/66x48)=
5512:  21+(3+26)=
5513:  78/96+(62+20)/77=
5514:  15x(91÷43)=
5515:  85+81/22+61=
5516:  15÷13x14=
5517:  (59x30)÷65=
5518:  (90x30)+15=
5519:  (8+17)/31x55=
5520:  50-30÷56/78=
5521:  53+(71x84)=
5522:  26÷61÷55=
5523:  (46÷86)x48/59=
5524:  79x(85÷17)=
5525:  66/23÷(47+43)=
5526:  74÷(58/92÷73)=
5527:  (100/71x85)÷97=
5528:  74x(39+38)=
5529:  85/40+(45+71)=
5530:  (95÷22)÷35=
5531:  75-45/69+16=
5532:  81x7-3/35=
5533:  (1+39)÷22=
5534:  (4/55÷49)x18=
5535:  98÷7+50=
5536:  (22+17)-3=
5537:  (69x67)x46=
5538:  76x14x29=
5539:  60x(71x60)=
5540:  27/94x(63x17)=
5541:  33÷(84x36)=
5542:  18÷(71/15x7)=
5543:  94/4+31-15=
5544:  1x78÷31/62=
5545:  97/86+47x6=
5546:  14-(28/8+35)/19=
5547:  40÷(3+30)/45=
5548:  (38x98)-36/31=
5549:  (45-36)÷63=
5550:  16+17+11=
5551:  46/90x(73+97)=
5552:  (74x62)÷85/30=
5553:  (91x30)/46-11=
5554:  90÷83x28=
5555:  (21x61)-60=
5556:  52x(62x93)/66=
5557:  75+85+62=
5558:  51-52÷54=
5559:  60x91+98=
5560:  72÷40x9=
5561:  (13+83)+56=
5562:  54÷73÷73=
5563:  (76÷44)/37+37/98=
5564:  60x(79x76)=
5565:  95/66÷98x74=
5566:  (1/94+16)+94=
5567:  39x(20/79x66)=
5568:  50x16+28=
5569:  (33+93)-76=
5570:  21+21x33=
5571:  (70x33)x60=
5572:  (77/47x2)+21=
5573:  8-(26÷89)=
5574:  83x(90÷93)/83=
5575:  (75+58)x85=
5576:  78-(96-19)/67=
5577:  (45x98)/21-68=
5578:  (4/78+79)+71=
5579:  98+68+59=
5580:  66÷(86+55)=
5581:  (57/100÷79)/99x57=
5582:  15/82+93/29-47/89=
5583:  (24x53)÷30=
5584:  84-47÷80/46=
5585:  25÷26÷69=
5586:  44x77-2=
5587:  (3/52x48)÷47=
5588:  93-17÷55=
5589:  37÷97÷6=
5590:  49x53x65=
5591:  61x50+16=
5592:  (55-18)+90=
5593:  15÷(16÷85)/24=
5594:  87÷57/93÷60=
5595:  7/21+65+31=
5596:  80÷(57x40)/21=
5597:  72-(37÷36)=
5598:  65x(75+66)=
5599:  68/92+(27÷96)/25=
5600:  38x3-75=
5601:  (8+53)÷32=
5602:  75x16x56=
5603:  90+27/98x21=
5604:  43÷57/8÷1=
5605:  82x23/25-27=
5606:  49-8-5=
5607:  2x25x99=
5608:  (19/22÷82)x92=
5609:  55-4÷75=
5610:  77x75x32=
5611:  (88-85)/60+55=
5612:  (95/65x91)÷14=
5613:  (79÷47)/82÷68/28=
5614:  (6+8)+88=
5615:  81+55+18=
5616:  (33+19)x97/19=
5617:  93+(6÷94)=
5618:  (58+15)+2=
5619:  42x41/4-25/5=
5620:  (50+16)÷42=
5621:  (75x15)-93=
5622:  (8÷81)÷72=
5623:  (51/2÷7)-67/54=
5624:  29x73+81=
5625:  5÷32+83=
5626:  86+(99÷8)=
5627:  21+(86÷2)/23=
5628:  (34+16)÷6/70=
5629:  77-44÷81=
5630:  69÷(40x64)/53=
5631:  48+(62x21)/24=
5632:  29+69÷99=
5633:  (7+46)+18=
5634:  25x5÷34=
5635:  (60x70)-55=
5636:  75+51/86-33/6=
5637:  97x(86+54)/50=
5638:  77/40÷(29+24)=
5639:  (46/22+76)+64=
5640:  19x99/8x94=
5641:  (67÷17)-12/91=
5642:  60-(69÷31)=
5643:  (72/57÷64)÷64=
5644:  93+(99-41)=
5645:  26-(42/91÷15)/4=
5646:  (39x51)x62/3=
5647:  54x99÷49=
5648:  87x(73+7)/14=
5649:  (19/83x26)+24=
5650:  (30x20)-93=
5651:  56-(57/17÷35)=
5652:  49÷86x70/57=
5653:  (6÷83)+81/81=
5654:  88+(22+48)=
5655:  (100+27)÷49/96=
5656:  55x(57x20)=
5657:  45÷(80÷73)=
5658:  13+84÷84=
5659:  38x(65+92)=
5660:  31x(9+53)=
5661:  16+58÷93=
5662:  61/28÷(56÷6)=
5663:  20/6x(66x14)=
5664:  (40+82)/39+48=
5665:  (85÷4)+10/50=
5666:  19x80÷97=
5667:  (1x32)x66=
5668:  87-(93-57)=
5669:  63+63-6/40=
5670:  35+(30+18)/87=
5671:  (59+68)-40=
5672:  (62+27)/21+56=
5673:  91x16+59/63=
5674:  (83x21)/6-92=
5675:  64/70+41x19/68=
5676:  25x(63/9x74)=
5677:  90+5÷10=
5678:  32÷(79÷60)=
5679:  (6÷8)x72=
5680:  88/48+(66/28x39)/54=
5681:  (72÷24)+30/53=
5682:  (61-5)÷37=
5683:  53÷(96÷100)/33=
5684:  (82x97)÷6=
5685:  (24÷88)+10=
5686:  (1÷17)+29=
5687:  39+(92x77)=
5688:  38/94+(48x87)=
5689:  (66x11)÷99=
5690:  79÷27+95=
5691:  94x(93÷88)=
5692:  7x62x91/15=
5693:  29÷(97/54÷31)/82=
5694:  (42x48)÷11=
5695:  19/84+95/41÷32=
5696:  43x75÷88=
5697:  73x87÷69=
5698:  46+93x13/16=
5699:  82+(82-10)=
5700:  42÷13x95=
5701:  (37÷99)+76=
5702:  33/56+97+63=
5703:  (60+24)x55=
5704:  98÷2x83/47=
5705:  75+(34+27)/16=
5706:  (87/34+71)x94=
5707:  1÷(5+39)=
5708:  69-(64/51÷78)=
5709:  (49-48)x40/92=
5710:  13x7x16=
5711:  (18x31)x35=
5712:  55+(56x62)/35=
5713:  26-(51/15+64)/84=
5714:  (39+1)÷88=
5715:  84x(11+64)/65=
5716:  29/17+35÷84=
5717:  90+26x61=
5718:  (88/94x38)÷60=
5719:  31+97-36=
5720:  74/68÷21x6=
5721:  65/64x59÷6=
5722:  77x64+19=
5723:  (29+44)÷3=
5724:  60÷15/52÷19/66=
5725:  51x98-65=
5726:  12x76+25=
5727:  94÷(70/81+32)=
5728:  94x(33+87)=
5729:  (84+53)+64=
5730:  96-(69÷16)=
5731:  83/3x(23+45)=
5732:  (77÷87)+41/90=
5733:  (27-13)+36/18=
5734:  68x(20÷100)/55=
5735:  (16+100)-100=
5736:  75+(4/42x83)=
5737:  (67x39)+49=
5738:  (22x64)/92+74=
5739:  41÷(81-26)=
5740:  69/11x93-68=
5741:  (41/33÷10)/12÷8=
5742:  1÷(66x92)=
5743:  77/25-(21/53÷40)=
5744:  60x(11/19+38)/48=
5745:  7-(15÷40)=
5746:  39/2÷30÷71=
5747:  25x(58+34)=
5748:  66/16+61/77-80/93=
5749:  (67x31)+49=
5750:  46+91÷55=
5751:  (28÷25)/51+50=
5752:  54-(88/67x67)/99=
5753:  81/45÷(57+34)=
5754:  100-20/47x82/16=
5755:  64+20-73=
5756:  (80÷16)÷26=
5757:  (98÷97)÷31/64=
5758:  (15x29)x54=
5759:  86x6-25=
5760:  28/29÷25x67=
5761:  27-78÷9=
5762:  27÷(8/11÷29)=
5763:  (91-43)÷24=
5764:  (49x36)+65=
5765:  (60/90+64)x63=
5766:  (75/76x46)÷74=
5767:  (9+76)x86=
5768:  27-(45/50÷1)=
5769:  (39÷18)+53=
5770:  47-80÷93=
5771:  44÷4/69-65/43=
5772:  97/73÷25+34=
5773:  10-(89÷17)=
5774:  42÷17/54x22=
5775:  98/18+(98/30÷15)=
5776:  37/11x(16x22)/38=
5777:  34x(49x25)=
5778:  57+(9+25)/35=
5779:  (47÷93)x13=
5780:  (59÷62)x74/95=
5781:  40x82-47=
5782:  34x(69x37)=
5783:  (58÷80)+77=
5784:  88÷(83/8+26)=
5785:  84÷23x52=
5786:  90÷89+94/53=
5787:  77-31-85/9=
5788:  (86x77)x97=
5789:  47x(98÷11)=
5790:  60/45x57÷76=
5791:  (89+57)x53=
5792:  46÷70+4/60=
5793:  85x53x37=
5794:  (18+67)÷43=
5795:  32-17+6=
5796:  43÷57x21/71=
5797:  50+(94÷34)=
5798:  24/71÷29x9=
5799:  (41+69)/63x74=
5800:  73÷(45x77)=
5801:  36/86÷(55+55)=
5802:  80+(42÷16)=
5803:  73x75-66=
5804:  3÷72/88÷84=
5805:  (41/95+52)x2=
5806:  74/74+20÷41=
5807:  (30/57x57)/4-34/12=
5808:  96+(9÷89)=
5809:  81+23+1=
5810:  72+25÷36/25=
5811:  (24+41)/35+72/30=
5812:  (51÷26)÷7=
5813:  41x61/66÷67=
5814:  (7x94)-13=
5815:  62-4÷25=
5816:  8÷80x75=
5817:  (70x58)/83+89=
5818:  78-60/2÷72=
5819:  87x(56/24+50)=
5820:  (89+57)÷91=
5821:  57÷(5+80)=
5822:  97-(30/70÷16)=
5823:  16x(1/27+40)/43=
5824:  52/82x15/94+42/77=
5825:  74÷(93+63)=
5826:  (61+26)÷96=
5827:  73+(66+54)=
5828:  19+(10÷60)=
5829:  45x(21x35)=
5830:  70/9x(39x33)=
5831:  (52x27)/86÷73=
5832:  70+(12/92+89)=
5833:  (37x4)+80=
5834:  64+74x7=
5835:  (9x70)x32/82=
5836:  23+(56÷97)=
5837:  73÷(45x32)=
5838:  50/88÷42x69=
5839:  20÷99÷5=
5840:  87x9÷63=
5841:  (2÷53)÷97=
5842:  36x74/72+96=
5843:  100+97+68/10=
5844:  1÷(78x54)/14=
5845:  51+(47x100)=
5846:  (77÷15)+34=
5847:  68x96-72=
5848:  (56x81)x87/30=
5849:  29/48+(46/47x36)=
5850:  77÷(43-34)=
5851:  64/26x71+50/75=
5852:  53÷41x56=
5853:  52+99-34=
5854:  100x(54+65)/49=
5855:  (8+77)-64=
5856:  (15+43)÷49=
5857:  65-(71÷36)=
5858:  38x58-27=
5859:  68+(71-32)=
5860:  (3÷55)÷28=
5861:  100/65÷53x67=
5862:  (84÷9)÷1=
5863:  (31÷41)x5=
5864:  (99/100÷36)+100=
5865:  8-29÷25=
5866:  (23+1)+70=
5867:  72+82÷98=
5868:  7-62/69÷34=
5869:  (46x43)/25+47=
5870:  9+34/81x56=
5871:  61+25÷35=
5872:  75÷50÷56=
5873:  (2÷26)÷77=
5874:  41x18+67=
5875:  (57+78)+2=
5876:  (99/68+70)÷44/51=
5877:  33÷7x27=
5878:  (98-67)÷73=
5879:  (8+40)-47=
5880:  (85/63x99)-93=
5881:  (94-82)x80=
5882:  51x(6-4)=
5883:  49/91+94/79x46=
5884:  (61x21)-68/84=
5885:  (39/19x59)÷18=
5886:  (58+65)÷85=
5887:  41÷74+23=
5888:  (47+53)÷15=
5889:  95÷56÷14=
5890:  (69-65)+32=
5891:  73/62+55÷67=
5892:  (55÷60)+31/40=
5893:  64+(14x13)=
5894:  43÷(99+94)=
5895:  34+(49/41÷63)=
5896:  59÷(55÷39)=
5897:  29+(19/56x63)/18=
5898:  26/27x73-97/33=
5899:  1+9/72+9=
5900:  16x(73-42)=
5901:  (38x85)/8+59/42=
5902:  31x54/33-43=
5903:  (85+74)÷24/9=
5904:  56-(100÷64)=
5905:  52x(54x34)=
5906:  (68x45)x46=
5907:  12/80÷21+64=
5908:  29÷24/48÷69=
5909:  (37÷1)÷76=
5910:  25x94÷85=
5911:  28-(28÷42)=
5912:  80÷53/75÷20=
5913:  (44+92)÷88=
5914:  92-89÷86=
5915:  15-98÷59=
5916:  80x(89x1)=
5917:  14x(16÷17)=
5918:  48/50÷(11x22)=
5919:  58/4÷(59+94)=
5920:  8+65x57=
5921:  (39x19)x65=
5922:  79/47+(64/67x37)=
5923:  55+43÷24=
5924:  (8x84)-70=
5925:  84x19+62=
5926:  60+(49/27+94)=
5927:  (51x23)x39=
5928:  (58/61x8)+76=
5929:  41x(70/92+32)=
5930:  85/66-(9÷100)=
5931:  29-(77-47)/69=
5932:  39+34-9=
5933:  95÷81/50÷71=
5934:  32+25x37=
5935:  70x59x4=
5936:  (80-8)x82=
5937:  6÷27/25÷59/95=
5938:  1+(96÷79)/65=
5939:  96÷(99/35+46)=
5940:  7÷(8x44)=
5941:  (29÷82)÷40/78=
5942:  (39-25)÷97=
5943:  80/62÷(78÷11)/23=
5944:  99/48+(47÷8)/2=
5945:  (20/99x31)+28=
5946:  58-5+19=
5947:  (13x86)x34/100=
5948:  57÷(76-69)=
5949:  84÷23+78/91=
5950:  31÷2x19=
5951:  (74x47)/57+17=
5952:  (94÷45)÷15=
5953:  55+83x30=
5954:  (89/43÷89)x58/63=
5955:  (30x74)+11=
5956:  (100x25)-36=
5957:  41÷(29÷58)=
5958:  (17+4)/1+25=
5959:  34÷(47/3x91)=
5960:  (34x54)÷2/49=
5961:  63÷(84x83)=
5962:  55+(64/8÷20)=
5963:  30x18+45=
5964:  63-(31÷84)=
5965:  46+7x34/88=
5966:  72÷13+18=
5967:  (46-22)x37=
5968:  (83+35)÷37=
5969:  71÷50+7=
5970:  82+44+40/29=
5971:  57-88/4+32=
5972:  43+(65+67)=
5973:  (6/87÷90)+31=
5974:  67-5+55=
5975:  97x29-86=
5976:  (35÷83)/38÷25=
5977:  41/57÷(12÷13)=
5978:  (30/73x27)÷48=
5979:  68+63÷7=
5980:  (62+2)x36=
5981:  63÷(40x10)=
5982:  13÷77÷27=
5983:  24÷24/74+32/78=
5984:  40x46+84=
5985:  (71x46)-10=
5986:  16/98+(54/44÷46)=
5987:  66÷20-49/59=
5988:  38÷84/30+58=
5989:  (82÷7)÷91=
5990:  (76/57+32)+91=
5991:  69x43÷53/76=
5992:  56+(8/7x28)=
5993:  (52÷97)÷46=
5994:  61x83x16=
5995:  12÷46x76=
5996:  34+(40/26÷14)/7=
5997:  98+27x40/1=
5998:  (67+15)-3=
5999:  (86÷6)+29=
6000:  92x90÷57/69=
6001:  (55x27)-42=
6002:  32/44÷17x8=
6003:  35÷(10x13)=
6004:  80+22-8=
6005:  67x96/56+95=
6006:  59+(99-12)=
6007:  (29÷56)/29+1=
6008:  (97-13)x44=
6009:  24x96+19/50=
6010:  14x44/41-8=
6011:  87÷(87-71)=
6012:  (65+55)+89=
6013:  11+65+5/3=
6014:  5x54÷55=
6015:  89÷(49/55÷11)=
6016:  22+(52-33)=
6017:  (81÷26)/27x26=
6018:  43/15x(20+89)=
6019:  80÷(8x35)=
6020:  20+29÷21/64=
6021:  29x1x84/2=
6022:  64÷68x96=
6023:  20÷44x40=
6024:  27-(74÷50)=
6025:  (96-81)+13=
6026:  (11x30)÷63/63=
6027:  (36x69)÷22=
6028:  97÷(71÷62)/74=
6029:  (14/26+60)÷43=
6030:  42÷(46÷2)=
6031:  7x63x15=
6032:  6/87x14÷67=
6033:  (49+68)x74=
6034:  99+92x68/36=
6035:  (45-21)x98=
6036:  (75-33)+69=
6037:  (27/5+3)x14=
6038:  58÷(48/98+4)=
6039:  24/75x7-18/83=
6040:  (94x19)x68=
6041:  24÷(79+14)/83=
6042:  55÷76+42=
6043:  83/73÷71+11/73=
6044:  (78÷35)/12÷78=
6045:  (65+52)x17=
6046:  83÷4÷34=
6047:  57÷(66÷18)=
6048:  26/72x26/12x89=
6049:  68÷(32÷21)=
6050:  67-(5+33)/11=
6051:  49/72x36+55=
6052:  96/1+(71x42)/89=
6053:  53x(15+40)=
6054:  (46÷62)x84=
6055:  (76-34)-56/94=
6056:  43x22-53=
6057:  33÷11+94=
6058:  (74-46)/97÷89=
6059:  3+42x84=
6060:  89+68x19/72=
6061:  53÷(46/55+52)=
6062:  100÷(71+77)/64=
6063:  85x6÷79=
6064:  62-62/19÷65=
6065:  35÷100x88=
6066:  1+(100x34)=
6067:  (76+43)x51/15=
6068:  (48-13)+33=
6069:  58÷(38+48)=
6070:  70÷10/36x31=
6071:  (3x12)÷95=
6072:  (91+45)+82=
6073:  55÷(7÷51)=
6074:  41-66÷41=
6075:  79x100x7/73=
6076:  34+(72+9)=
6077:  58+33-44/35=
6078:  99÷(10÷71)=
6079:  (100+5)÷55=
6080:  (69+64)/18÷81=
6081:  67÷(84x80)=
6082:  65+55÷26=
6083:  (67x29)/50÷44=
6084:  (44x25)+42=
6085:  36÷(4/10x59)=
6086:  42/94÷(20+46)=
6087:  85+44-93/4=
6088:  3/70÷(43/6x99)=
6089:  77/53x84+17=
6090:  50/87÷(11÷21)=
6091:  46+57/70-42=
6092:  11/94÷73+38=
6093:  93+45+34=
6094:  92÷(32x78)=
6095:  6÷(100÷94)/70=
6096:  (100x46)x33=
6097:  80+(78x68)=
6098:  4x73x79=
6099:  36/13x(90+53)=
6100:  3÷(83+65)=
6101:  33-(11÷32)=
6102:  (61-33)÷44=
6103:  11x39÷63=
6104:  (37x76)x49/20=
6105:  (69+31)+51=
6106:  18+5÷66/73=
6107:  7x98-86=
6108:  (45+11)÷79=
6109:  100+(34-13)/86=
6110:  (66÷88)÷74=
6111:  (78/90+20)/87x4=
6112:  (35+47)-47=
6113:  73÷76÷42=
6114:  58-15÷53=
6115:  93-(17÷6)/65=
6116:  58+16-57=
6117:  1÷(12x5)=
6118:  (33÷31)/82+1=
6119:  (100/63x58)x90=
6120:  88/72÷62+20/8=
6121:  21-(45-32)=
6122:  (45x34)÷34/4=
6123:  99/87x68+40=
6124:  61x(80x19)/20=
6125:  77/97x61x12=
6126:  (44+37)÷37/42=
6127:  60/37x94-98=
6128:  70x55x91=
6129:  64÷(23÷50)=
6130:  25x(25/47+8)/65=
6131:  (49+80)-86=
6132:  79x46+88=
6133:  (51+24)÷8=
6134:  (22/36x38)/10x78=
6135:  78÷(9x74)=
6136:  87x55+43=
6137:  (96-63)-27=
6138:  (46/51+60)+18=
6139:  95÷(44-41)/38=
6140:  (33+28)+39/66=
6141:  (88÷16)÷21/54=
6142:  (3x95)÷97/31=
6143:  (90x6)+16/50=
6144:  26x62+56/47=
6145:  (70+24)+64=
6146:  47÷(22x6)=
6147:  (51÷89)+79=
6148:  52÷(10/51÷7)=
6149:  92x85+57=
6150:  30/71+(11+89)=
6151:  76-(4+8)=
6152:  (51+13)-42=
6153:  (88/65÷31)x81=
6154:  (37÷65)x67=
6155:  40x(13÷37)=
6156:  7÷(27/33÷48)=
6157:  10÷59x37=
6158:  (5x67)+14=
6159:  (34x65)÷8/10=
6160:  26÷44+47=
6161:  38-(93÷57)=
6162:  72-(31/64÷91)=
6163:  (54+47)+13=
6164:  24x(40+51)=
6165:  (62÷2)x94=
6166:  (7-5)÷13=
6167:  (98x92)+55=
6168:  35-79÷40=
6169:  (5+69)/93+56=
6170:  (42÷29)/18÷75=
6171:  (57+33)+55=
6172:  (64x43)/9+35=
6173:  99÷79/51+89/70=
6174:  39/13+46+13=
6175:  18x67x85/18=
6176:  42÷(15÷62)=
6177:  (31-19)x36=
6178:  1+(65x82)=
6179:  (13/30÷85)x91/70=
6180:  54÷24/50-50=
6181:  (15/96x65)+2=
6182:  34/97x85÷29/23=
6183:  46-28+26/97=
6184:  51+82+38=
6185:  84÷(60÷59)/5=
6186:  (36/64+96)+56/72=
6187:  88+64/43÷71=
6188:  83x40+14=
6189:  26+(27÷87)=
6190:  4+16+84=
6191:  75x(14÷17)=
