1:  17/63x48÷17=16/21
4582:  (87+20)+68=175
4583:  96+(72÷81)=96’8/9
4584:  73+40÷65/87=126’7/13
4585:  18x(23+74)=1746
4586:  44+97x78=7610
4587:  53x37x71/39=3570’1/39
4588:  (16÷67)÷24=2/201
4589:  (35+84)÷6/95=1884’1/6
4590:  50x(30/41+59)=2986’24/41
4591:  75x(77÷7)/99=8’1/3
4592:  35÷(54x94)=35/5076
4593:  (27/55x29)÷37=783/2035
4594:  74x(67÷68)=72’31/34
4595:  90÷(92÷80)=78’6/23
4596:  45x40-86=1714
4597:  67/20+15x99=1488’7/20
4598:  13+43-31/16=54’1/16
4599:  14x76/45+19=42’29/45
4600:  15x5/25x51=153
4601:  88-49-1/11=38’10/11
4602:  (12x94)x50/57=989’9/19
4603:  53÷46x18/7=2’155/161
4604:  78÷(65/76+14)=5’283/1129
4605:  61x45x52=142740
4606:  24/19÷25+82=82’24/475
4607:  58-36+21=43
4608:  (57/15+86)÷41=2’39/205
4609:  24+30÷38=24’15/19
4610:  (84x72)x25=151200
4611:  19x47x34=30362
4612:  (43+96)+20=159
4613:  59+(96-16)=139
4614:  95-18+62=139
4615:  40+98-83=55
4616:  (76/55x17)x96=2255’7/55
4617:  93÷(63÷63)=93
4618:  65÷5+17=30
4619:  (56+68)/5÷94=62/235
4620:  53+(56÷65)=53’56/65
4621:  (46x80)x86/40=7912
4622:  18x(50/63+46)=842’2/7
4623:  74-(28/19x26)=35’13/19
4624:  78/70+(87-66)=22’4/35
4625:  61-(60÷55)=59’10/11
4626:  (50-10)-27/80=39’53/80
4627:  59x(8/88÷85)=59/935
4628:  4/42x10/82÷40=1/3444
4629:  82+(25÷91)=82’25/91
4630:  24+38x36=1392
4631:  48-25+96=119
4632:  (77÷81)+86=86’77/81
4633:  39÷84÷17=13/476
4634:  (21+81)+53=155
4635:  60-(54x16)/100=51’9/25
4636:  (64x56)÷14=256
4637:  65+(25-8)/14=66’3/14
4638:  19+(30-23)=26
4639:  13x95+83/94=1235’83/94
4640:  60x(88-85)=180
4641:  91÷76+33=34’15/76
4642:  (15÷75)+65=65’1/5
4643:  (20÷81)+47=47’20/81
4644:  (58x94)x66=359832
4645:  6x(79/90x83)=437’2/15
4646:  (53x28)x60=89040
4647:  42÷(96x96)=7/1536
4648:  (65+31)/85÷59=96/5015
4649:  53-(8÷53)/81=52’4285/4293
4650:  8x(2+67)=552
4651:  55÷(46x49)=55/2254
4652:  36÷(17÷40)/37=3134’2/17
4653:  97/35x52-98=46’4/35
4654:  47÷(14+31)=1’2/45
4655:  86-(1+8)=77
4656:  90x(24+5)=2610
4657:  87÷(98/48+44)=1’983/1105
4658:  91+30-26=95
4659:  91x97-5=8822
4660:  64/59x3+24=27’15/59
4661:  37/60+(45x58)=2610’37/60
4662:  (52÷20)/4÷52/50=5/8
4663:  100/26+(99÷39)=6’5/13
4664:  5x54+21=291
4665:  (78+46)÷12=10’1/3
4666:  (71+53)-8=116
4667:  40-(3+31)/75=39’41/75
4668:  (59÷22)+89/26=6’15/143
4669:  62÷87+18/26=1’458/1131
4670:  (95x59)/12-2=465’1/12
4671:  (24+32)÷55=1’1/55
4672:  99x63+13=6250
4673:  (75+18)-53/83=92’30/83
4674:  78+(29x90)=2688
4675:  (37÷17)÷33=37/561
4676:  (72/56x35)/12÷63=5/84
4677:  7x49-89=254
4678:  14x(51-5)=644
4679:  64-(29x89)/78=30’71/78
4680:  38÷(58+79)=38/137
4681:  38-(14/57+23)=14’43/57
4682:  100x(5x70)=35000
4683:  (67-17)-31=19
4684:  46+52÷28=47’6/7
4685:  (6+99)x57=5985
4686:  89/63x31+29/26=44’1489/1638
4687:  68/47+(77-16)=62’21/47
4688:  64÷16/95÷41=9’11/41
4689:  (86÷88)+31=31’43/44
4690:  56+83x91=7609
4691:  (72-26)-65/96=45’31/96
4692:  54÷99+49=49’6/11
4693:  18+77x92=7102
4694:  49/99÷12/98+55=59’25/594
4695:  (74/58+79)-94/3=48’82/87
4696:  78/52+84÷27=4’11/18
4697:  89+(13/29÷28)=89’13/812
4698:  18-(92÷51)/100=17’1252/1275
4699:  45x57÷94=27’27/94
4700:  31/58+(58-52)/70=1259/2030
4701:  66x(16x9)=9504
4702:  (81x11)+57=948
4703:  (24/3+97)÷68=1’37/68
4704:  75÷1x75=5625
4705:  76+77+68=221
4706:  (30+74)÷29/70=251’1/29
4707:  11÷33/60x8=160
4708:  17÷(100x12)=17/1200
4709:  54÷68÷51=9/578
4710:  43÷(2/41x96)=9’35/192
4711:  87-(38÷41)=86’3/41
4712:  (33/70x74)x40=1395’3/7
4713:  68-(25÷56)=67’31/56
4714:  (53÷62)+58=58’53/62
4715:  (30-10)x38=760
4716:  (42+48)x62=5580
4717:  4x70/68x11=45’5/17
4718:  (64+96)/49x100/64=5’5/49
4719:  67+(52÷69)=67’52/69
4720:  11x(24x1)=264
4721:  (93x99)-73=9134
4722:  14+77÷98=14’11/14
4723:  27÷11/14x71=2439’9/11
4724:  89÷1÷63=1’26/63
4725:  80x(60/13x80)=29538’6/13
4726:  95+(97x76)=7467
4727:  25÷(34÷8)/77=452’16/17
4728:  (48+58)x90=9540
4729:  24x(56/86÷90)=112/645
4730:  100x(47x73)=343100
4731:  16/99÷69x2=32/6831
4732:  22+39/35-7/17=22’418/595
4733:  67/36x(28+60)=163’7/9
4734:  4-(19÷6)=5/6
4735:  (48x44)+30=2142
4736:  (30+31)x34=2074
4737:  (31+97)/68+52=53’15/17
4738:  87x70+62/82=6090’31/41
4739:  25x36÷29/80=2482’22/29
4740:  (37÷93)/18x96=2’34/279
4741:  56x(49/19x34)=4910’6/19
4742:  (18÷34)+48=48’9/17
4743:  (16+4)/75x64=17’1/15
4744:  (98/8+55)+65=132’1/4
4745:  (9÷81)+30=30’1/9
4746:  79+(51-21)=109
4747:  1/79+99-14=85’1/79
4748:  50x69/35x6=591’3/7
4749:  (75x20)+95=1595
4750:  30x(67+65)=3960
4751:  92÷74/88+7=116’15/37
4752:  47/67+97/9÷38=22573/22914
4753:  19x(96/48+47)=931
4754:  (47x93)x88=384648
4755:  (20x34)-49=631
4756:  93-5+97=185
4757:  42÷(99÷4)/67=113’23/33
4758:  76+61÷3=96’1/3
4759:  52/12÷(47÷94)=8’2/3
4760:  (19-10)+48=57
4761:  93+15+60=168
4762:  (52÷67)÷5=52/335
4763:  (21÷28)+83/61=2’27/244
4764:  53+(89/79x67)=128’38/79
4765:  85+(82x31)=2627
4766:  58÷(88+69)=58/157
4767:  (71+43)-19=95
4768:  (35+27)+35=97
4769:  (37÷40)+40=40’37/40
4770:  91÷(58+17)=1’16/75
4771:  50÷14÷7=25/49
4772:  90+(56÷77)/7=90’8/77
4773:  42/57x(17x55)=688’18/19
4774:  14-89/92-10=3’3/92
4775:  (65+20)x94=7990
4776:  25x(82/76+99)=2501’37/38
4777:  26÷(39÷48)/42=1344
4778:  87-24/78÷32/84=86’5/26
4779:  99x(5x88)=43560
4780:  (29+86)-21=94
4781:  (41÷80)+43/1=43’41/80
4782:  78÷39x99=198
4783:  (20x84)÷95=17’13/19
4784:  94x(78-8)=6580
4785:  28÷(16+43)=28/59
4786:  15x100x29/77=564’72/77
4787:  34÷(76/52+9)/63=204’3/4
4788:  12x(4+40)=528
4789:  94/92+49x63=3088’1/46
4790:  59÷54x82=89’16/27
4791:  (18x97)÷46=37’22/23
4792:  60÷94+72=72’30/47
4793:  46+39+40=125
4794:  95÷46/43+74=162’37/46
4795:  (49/69x61)/33÷65=2989/148005
4796:  22+74-45=51
4797:  (70+48)/41+47=49’36/41
4798:  65/71÷(51-24)/46=1’1073/1917
4799:  (66x5)+45=375
4800:  77÷8x51=490’7/8
4801:  58x(26-20)=348
4802:  (67-63)-48/82=3’17/41
4803:  94/53÷(66÷7)=329/1749
4804:  71/61+(17÷37)=1’1407/2257
4805:  (5x46)x88=20240
4806:  (75+85)-55=105
4807:  51+88+98=237
4808:  (65x95)x48=296400
4809:  13÷37+29=29’13/37
4810:  5/84÷80÷1=1/1344
4811:  (77/83+59)÷74=2487/3071
4812:  (47+42)+74/39=90’35/39
4813:  55+65+95=215
4814:  31x59x79=144491
4815:  (82+67)÷60/93=230’19/20
4816:  17-(54/53÷26)/20=16’13753/13780
4817:  80-8-62=10
4818:  37-(34÷20)=35’3/10
4819:  13÷62÷98=13/6076
4820:  (17/63÷1)x45=12’1/7
4821:  (68+11)x12=948
4822:  56+4÷38/61=62’8/19
4823:  57+27x99=2730
4824:  49+22÷89=49’22/89
4825:  (77x32)÷91=27’1/13
4826:  (12+71)÷97=83/97
4827:  85+(6+10)=101
4828:  72x57x41=168264
4829:  87/13x68+40=495’1/13
4830:  (72÷68)/41÷71=18/49487
4831:  (22x41)÷58=15’16/29
4832:  88+16-95/100=103’1/20
4833:  32÷(36÷75)=66’2/3
4834:  97+(64÷59)=98’5/59
4835:  (11÷24)x90/11=3’3/4
4836:  83+60-33=110
4837:  92÷80÷91=23/1820
4838:  96÷30÷57=16/285
4839:  49÷56/15÷24=35/64
4840:  24+(4x4)=40
4841:  79+(13÷92)=79’13/92
4842:  78÷(35-32)=26
4843:  4-(46+27)/48=2’23/48
4844:  (18/87x80)x90=1489’19/29
4845:  15÷(80-16)=15/64
4846:  92/82÷(27x35)=46/38745
4847:  24x78/92+98/46=22’11/23
4848:  26/44x(32÷36)=52/99
4849:  (60÷76)÷87=5/551
4850:  48+(25-14)=59
4851:  52x90-95=4585
4852:  (63+7)÷21=3’1/3
4853:  (81-8)-37=36
4854:  43+(30+3)=76
4855:  9/41x61÷77/83=14’1369/3157
4856:  46÷39/60+10=80’10/13
4857:  (57/10x44)÷92/40=109’1/23
4858:  57÷(15x62)=19/310
4859:  9+4-11=2
4860:  98+(26÷16)=99’5/8
4861:  (35+54)÷16=5’9/16
4862:  100/60÷(63x46)=5/8694
4863:  42x68÷53=53’47/53
4864:  (43/48+59)x43=2575’25/48
4865:  (42x54)+85/58=2269’27/58
4866:  (100÷92)x58=63’1/23
4867:  (34+23)x75=4275
4868:  57x63-74/69=3589’64/69
4869:  (73-30)x45=1935
4870:  29+(71÷78)=29’71/78
4871:  92x45x60=248400
4872:  22x76+88/97=1672’88/97
4873:  5/28÷(63x66)=5/116424
4874:  83÷20+99=103’3/20
4875:  51+(7/5+36)/24=52’67/120
4876:  29+91/97÷96=29’91/9312
4877:  (97+4)/35÷56/80=4’6/49
4878:  (17+68)-32=53
4879:  7/24x88-34/22=24’4/33
4880:  82x(86+13)=8118
4881:  (26/100x76)÷35=494/875
4882:  (62/69÷3)/53x33=682/3657
4883:  41÷(69+47)/79=27’107/116
4884:  65/21÷36+36=36’65/756
4885:  12-(69-59)=2
4886:  39+59/71+50/99=40’2362/7029
4887:  19-31÷81/27=8’2/3
4888:  11+87+3=101
4889:  (16+36)+93=145
4890:  43÷(11x95)=43/1045
4891:  54+(19/26+21)=75’19/26
4892:  96/27÷(28÷77)=9’7/9
4893:  (77÷52)÷8=77/416
4894:  (91+66)÷55=2’47/55
4895:  (14-11)/44x45=3’3/44
4896:  92÷18x21/17=6’16/51
4897:  (80-57)x89=2047
4898:  (83÷21)x14=55’1/3
4899:  56x(25/85x45)=741’3/17
4900:  (94x37)/10x76/92=287’36/115
4901:  (80+69)x34=5066
4902:  (59+30)/49÷33=89/1617
4903:  51÷29x64=112’16/29
4904:  (25/29+61)x100/19=325’325/551
4905:  (38÷7)+72=77’3/7
4906:  (26/54+89)÷7=12’148/189
4907:  84÷(88x69)=7/506
4908:  31x8÷39/7=44’20/39
4909:  (1x25)-44/17=22’7/17
4910:  46x36-24=1632
4911:  12x87/33+29/94=31’977/1034
4912:  12+(95x52)/52=107
4913:  24x71/28÷99=142/231
4914:  67/6÷25+93=93’67/150
4915:  9+(60+54)=123
4916:  (58÷86)÷60/6=29/430
4917:  6x37x76=16872
4918:  56+52÷38=57’7/19
4919:  1÷88x42=21/44
4920:  40÷46/90x13=1017’9/23
4921:  43-(78-39)=4
4922:  87+(48/69+39)=126’16/23
4923:  45x55÷17=145’10/17
4924:  (73x12)-56=820
4925:  (49+5)+38=92
4926:  (13+27)-2=38
4927:  68÷(17+99)=17/29
4928:  (93x83)x36=277884
4929:  2÷30+8=8’1/15
4930:  100x(43/89+46)=4648’28/89
4931:  (81-56)x47=1175
4932:  25+25÷82=25’25/82
4933:  51-18+28=61
4934:  (1+51)x12=624
4935:  87x(53x83)=382713
4936:  4x(15÷14)=4’2/7
4937:  (4+48)÷36=1’4/9
4938:  2÷(47+41)=1/44
4939:  82-(45÷35)=80’5/7
4940:  (22+53)-80/41=73’2/41
4941:  (90+80)+60=230
4942:  67+69/69x60=127
4943:  42-23+44=63
4944:  17+44x33=1469
4945:  (17/13÷26)/95÷63=17/2022930
4946:  76÷(49x52)=19/637
4947:  51-(65÷42)=49’19/42
4948:  (21/5+42)+36=82’1/5
4949:  (96-9)÷36=2’5/12
4950:  (77+61)x67=9246
4951:  (57x57)÷51=63’12/17
4952:  65-29/82x23=56’71/82
4953:  (23÷6)/27+21=21’23/162
4954:  93x(66÷94)=65’14/47
4955:  (34÷15)x28=63’7/15
4956:  63÷37/89÷84=1’119/148
4957:  98+53-79/72=149’65/72
4958:  88x(27x77)=182952
4959:  (37x12)x86=38184
4960:  26x99-33=2541
4961:  18÷(78-6)/23=5’3/4
4962:  89+(41x65)=2754
4963:  83+81x66=5429
4964:  (66+48)+42=156
4965:  (32÷60)+93=93’8/15
4966:  82-42-87/77=38’67/77
4967:  (17x69)/50-99/69=22’29/1150
4968:  (79÷63)x58=72’46/63
4969:  66÷(98/21+23)/51=121’55/83
4970:  (18x77)÷56=24’3/4
4971:  (86÷11)÷94=43/517
4972:  83+72/70-36=48’1/35
4973:  25+(22x56)=1257
4974:  68x(75+85)=10880
4975:  25+(25/74x17)=30’55/74
4976:  (49/25+29)/90÷6=43/750
4977:  39/22+(16x50)=801’17/22
4978:  55+(69+14)=138
4979:  20x86x66=113520
4980:  54x(51+76)=6858
4981:  93-22÷61=92’39/61
4982:  (59+66)/51+81=83’23/51
4983:  58/39+90/84x90/17=7’740/4641
4984:  32+(12÷15)/44=32’1/55
4985:  51+(45x92)=4191
4986:  12x(64÷26)/1=29’7/13
4987:  74+(35+52)=161
4988:  (33+24)x77=4389
4989:  5x(100÷76)=6’11/19
4990:  100-(47÷40)=98’33/40
4991:  (6x87)+72=594
4992:  37x79÷15=194’13/15
4993:  62-13+76=125
4994:  90÷85/62+53=118’11/17
4995:  40/47+(1x19)=19’40/47
4996:  8x(95/66÷51)=380/1683
4997:  77/41+4/36+76=77’365/369
4998:  29/68+72÷53=1’2829/3604
4999:  58+69-60=67
5000:  61÷40+26=27’21/40
5001:  75x85÷63=101’4/21
5002:  1/48x(56-28)=7/12
5003:  82-44/57+78=159’13/57
5004:  85-46x59/85=53’6/85
5005:  81/2x(5÷84)=2’23/56
5006:  7÷(50-18)=7/32
5007:  56x58x13=42224
5008:  (98/84÷41)x34=119/123
5009:  (81-36)x36/37=43’29/37
5010:  29÷(64+59)=29/123
5011:  72÷(59+13)=1
5012:  35÷(12/72÷25)/11=57750
5013:  54/44÷79/12x26=4’736/869
5014:  (91+23)/59÷8=57/236
5015:  7x75-46=479
5016:  70+15x13=265
5017:  (61+52)/7x59=952’3/7
5018:  97+30x62=1957
5019:  73+14/47x63=91’36/47
5020:  52x9+13=481
5021:  (100-36)x17=1088
5022:  12/99x(11x19)=25’1/3
5023:  8+99+24=131
5024:  12÷74/80+68=80’36/37
5025:  33x(54x5)=8910
5026:  (39/36+13)÷78/73=13’13/72
5027:  9+(36+45)=90
5028:  94/24x33-52=77’1/4
5029:  12/26+(56÷10)=6’4/65
5030:  71-65+40/26=7’7/13
5031:  (40+92)-97=35
5032:  22x5x16=1760
5033:  35/88÷(13÷38)/22=25’15/26
5034:  (69÷54)+43=44’5/18
5035:  22+54-74=2
5036:  52÷33÷84=13/693
5037:  65x41/67-67/28=37’719/1876
5038:  (25÷64)÷51/95=2375/3264
5039:  54-(32/41x32)=29’1/41
5040:  (63÷26)+60=62’11/26
5041:  (31x14)-19=415
5042:  33+92x75=6933
5043:  (99+83)÷44=4’3/22
5044:  59-(52÷39)/62=58’91/93
5045:  93+(92÷64)=94’7/16
5046:  78+81/52÷80=78’81/4160
5047:  66-(95-2)/27=62’5/9
5048:  97-(39÷22)=95’5/22
5049:  33x65-33=2112
5050:  62-(18÷50)/61=61’1516/1525
5051:  37x73x60/97=1670’70/97
5052:  94/16+(62÷89)=6’407/712
5053:  23+84x51/13=352’7/13
5054:  71-(29-23)=65
5055:  (98-46)/49-40/98=32/49
5056:  98x(80÷1)=7840
5057:  44-(20+15)=9
5058:  52/90x(27+54)=46’4/5
5059:  (85+5)x73=6570
5060:  62÷(56+92)=31/74
5061:  22÷(27÷83)=67’17/27
5062:  (39x66)/28+5/67=92’3/938
5063:  (46-23)÷38=23/38
5064:  (5÷33)x42=6’4/11
5065:  (88-50)÷52=19/26
5066:  59+(86÷23)=62’17/23
5067:  (66x36)/7+12=351’3/7
5068:  (41+63)x12=1248
5069:  (41x61)-18/58=2500’20/29
5070:  (26+40)/83÷25/68=2’338/2075
5071:  91/52x81÷54=2’5/8
5072:  64x44x70/2=98560
5073:  40+(13÷86)=40’13/86
5074:  (10x45)÷42=10’5/7
5075:  (47÷31)x50=75’25/31
5076:  37/53÷50+72/67=1’15729/177550
5077:  46/79÷(92+6)=23/3871
5078:  44-(9÷28)=43’19/28
5079:  65÷100÷100=13/2000
5080:  (92-32)x29=1740
5081:  7+(93-34)=66
5082:  (95/67+82)÷27=3’6/67
5083:  (44x73)-26=3186
5084:  25+94+61=180
5085:  63x(100-44)=3528
5086:  83x45/52x73=5243’19/52
5087:  47-(60+46)/52=44’25/26
5088:  3x(81x54)=13122
5089:  11÷(70÷97)=15’17/70
5090:  (89x19)÷64=26’27/64
5091:  (6÷59)/12÷97/85=85/11446
5092:  24/31÷16+35=35’3/62
5093:  63+(99÷92)=64’7/92
5094:  94x(50/90÷81)=470/729
5095:  (15/71+81)/21÷88=961/21868
5096:  (95÷24)+69/46=5’11/24
5097:  38÷40/17x54=872’1/10
5098:  (36x12)÷93=4’20/31
5099:  (98÷17)x99=570’12/17
5100:  21/98x50x100=1071’3/7
5101:  18-(10÷100)=17’9/10
5102:  91-(73÷44)=89’15/44
5103:  35x(78-47)=1085
5104:  100-(11+100)/71=98’31/71
5105:  59÷43+89=90’16/43
5106:  73/81÷79+98=98’73/6399
5107:  (67x27)+28=1837
5108:  37x80x47=139120
5109:  44÷15x56=164’4/15
5110:  86+30÷22=87’4/11
5111:  99/95x(42+55)=101’8/95
5112:  13+51-32=32
5113:  50÷(70x34)=5/238
5114:  67x(24+24)=3216
5115:  (17÷27)/36÷13=17/12636
5116:  62-11÷69=61’58/69
5117:  (49x44)x21=45276
5118:  19+58x86=5007
5119:  13x95÷44=28’3/44
5120:  49+(89÷64)=50’25/64
5121:  78/13+45x67=3021
5122:  74÷(43÷70)=120’20/43
5123:  48x100x41=196800
5124:  (12-11)÷56=1/56
5125:  (80/96x35)÷4/4=29’1/6
5126:  53/25x81x89=15283’2/25
5127:  25/41x(70÷98)=125/287
5128:  42÷46/87÷6=13’11/46
5129:  35/66÷58÷26/20=175/24882
5130:  (19x7)/78+40=41’55/78
5131:  (30/98÷89)+58/45=1’57368/196245
5132:  (84/24÷40)+47=47’7/80
5133:  36÷85+82=82’36/85
5134:  (41÷39)/39+31=31’41/1521
5135:  13x(64÷11)/99=832/1089
5136:  (9/6÷58)x50=1’17/58
5137:  (91-53)/38÷2=1/2
5138:  (57x51)x1=2907
5139:  58/83÷(52/70÷80)=75’275/1079
5140:  (31x29)+64=963
5141:  33+69+87=189
5142:  39÷(93/21+76)=273/563
5143:  97/34x39+51=162’9/34
5144:  (57+3)/82÷55=6/451
5145:  24x(86x29)=59856
5146:  18x76÷71=19’19/71
5147:  95÷63/54x4=325’5/7
5148:  87/91÷85+58=58’87/7735
5149:  27-(11/45÷86)=26’3859/3870
5150:  28+(51+56)/88=29’19/88
5151:  3x(84+48)=396
5152:  63x99/45÷49=2’29/35
5153:  (57x19)x66=71478
5154:  (86x96)/28-58=236’6/7
5155:  (52-19)x44=1452
5156:  23/36x30x80/66=23’23/99
5157:  84-80+17/16=5’1/16
5158:  (50÷36)x14=19’4/9
5159:  4+65/11x38=228’6/11
5160:  67÷(88+28)=67/116
5161:  10/23+(53x51)=2703’10/23
5162:  (62/44÷80)x24/25=93/5500
5163:  (86+96)/45x23/9=10’136/405
5164:  69-(10+24)=35
5165:  69÷(69x79)=1/79
5166:  (36x11)-32=364
5167:  54+75-13/9=127’5/9
5168:  75÷89/3-51/36=1’119/1068
5169:  (4+52)/79+81=81’56/79
5170:  87x93/57x28=3974’10/19
5171:  57x(20+74)=5358
5172:  10/48+24/84x46=13’59/168
5173:  (19÷89)÷47=19/4183
5174:  7x91÷20/61=1942’17/20
5175:  56÷39x14/31=784/1209
5176:  23÷(79x18)=23/1422
5177:  81+(62+39)=182
5178:  (21/49+55)+64=119’3/7
5179:  91÷(82+45)=91/127
5180:  82-(16÷48)=81’2/3
5181:  (1/42x32)÷18=8/189
5182:  15+43÷73=15’43/73
5183:  35-(70x18)/69=16’17/23
5184:  28÷63x94=41’7/9
5185:  (2+86)x99=8712
5186:  28/2÷51+81=81’14/51
5187:  39-8+24=55
5188:  28x70+80=2040
5189:  43/77+91÷10=9’507/770
5190:  (15+6)x38=798
5191:  (38+24)x64=3968
5192:  43x(56÷38)=63’7/19
5193:  (21x8)x80=13440
5194:  94+9÷40=94’9/40
5195:  (97x54)+63/66=5238’21/22
5196:  10x(87x11)=9570
5197:  (30÷96)÷8=5/128
5198:  46+(63/71x89)/33=48’307/781
5199:  72+(77+34)=183
5200:  80+64/73÷98=80’32/3577
5201:  42-14+41=69
5202:  7+(60x78)=4687
5203:  37+(61-30)=68
5204:  11÷81x19=2’47/81
5205:  75÷(32+34)=1’3/22
5206:  24+16x71=1160
5207:  11/25÷24x50=11/12
5208:  63x(56/99÷86)/43=196/20339
5209:  (93+40)x66=8778
5210:  (17x16)/74+63=66’25/37
5211:  19-17÷43=18’26/43
5212:  (53x47)+40=2531
5213:  69/32x(81+37)=254’7/16
5214:  39/90÷10+16=16’13/300
5215:  (20/37÷7)+10=10’20/259
5216:  (56÷99)+15/40=745/792
5217:  41÷92+35=35’41/92
5218:  80÷(26/90x16)/35=605’10/13
5219:  63x(7+89)=6048
5220:  62+92÷84=63’2/21
5221:  19x(93÷61)=28’59/61
5222:  65÷(77/69x19)=3’96/1463
5223:  (56-10)÷58=23/29
5224:  (73÷49)÷48/99=3’57/784
5225:  80÷(36x81)=20/729
5226:  72/35÷(35-22)=72/455
5227:  (57x13)/27÷46=247/414
5228:  52÷64÷91/23=23/112
5229:  56x47+60=2692
5230:  52÷(23x21)=52/483
5231:  1÷(16÷81)=5’1/16
5232:  44x(64+77)=6204
5233:  (96+12)/78x63=87’3/13
5234:  (32x33)+25=1081
5235:  (7÷53)x14=1’45/53
5236:  82+93/13÷92/88=88’252/299
5237:  83÷82/53+42=95’53/82
5238:  51+54x35/26=123’9/13
5239:  55-20÷2=45
5240:  9x(5+20)=225
5241:  (14/20+15)÷7=2’17/70
5242:  (100x31)+83/40=3102’3/40
5243:  (29÷54)x80=42’26/27
5244:  34÷(99÷2)=68/99
5245:  74-17-6=51
5246:  60÷90+44=44’2/3
5247:  53/16+59÷53=4’361/848
5248:  64÷(45/81÷12)=1382’2/5
5249:  (95x100)-84/23=9496’8/23
5250:  3+21x43=906
5251:  15+65÷50=16’3/10
5252:  69x(31x33)=70587
5253:  19/9x(22/97+72)/59=2’30100/51507
5254:  35÷(28÷100)=125
5255:  (68-34)/79x79=34
5256:  7-3÷52=6’49/52
5257:  5/37x39x71=374’7/37
5258:  97+6+48=151
5259:  79-(27÷26)=77’25/26
5260:  (40+92)-12=120
5261:  (100-60)x25=1000
5262:  4÷43+38/22=1’388/473
5263:  99+26/60÷49/9=99’39/490
5264:  87-(77÷92)/67=86’6087/6164
5265:  20x44+87=967
5266:  20x77x24=36960
5267:  (96-2)/11-28/11=6
5268:  88+(84+57)=229
5269:  (1x62)-59=3
5270:  (73+68)x70=9870
5271:  (12/12x28)÷64=7/16
5272:  (47/63x66)÷97=1034/2037
5273:  60+(82+38)=180
5274:  30x(63/20x59)=5575’1/2
5275:  (61-13)÷79=48/79
5276:  47+83+80=210
5277:  20+(47+39)=106
5278:  60+15-72=3
5279:  33/12+(95x21)=1997’3/4
5280:  60x66÷15=264
5281:  (23÷78)/58x78=23/58
5282:  94-(45÷16)=91’3/16
5283:  72÷(81-32)/55=80’40/49
5284:  (79/7x45)/77+49=55’321/539
5285:  71-(1+16)=54
5286:  60÷45/57-63=13
5287:  10+65+37=112
5288:  (40-8)÷35=32/35
5289:  (52+64)+78=194
5290:  64/4+33+29=78
5291:  41x(47/25÷100)=1927/2500
5292:  (12/97x88)÷15=352/485
5293:  44x28x11=13552
5294:  (57÷34)÷50/59=1’1663/1700
5295:  (71/66÷38)+67=67’71/2508
5296:  83-(59-28)=52
5297:  (44x94)÷47=88
5298:  (21+79)x13=1300
5299:  (6+89)/50x12/86=57/215
5300:  38÷(17÷91)=203’7/17
5301:  85x36-73=2987
5302:  (26x26)x19=12844
5303:  50x(8x77)=30800
5304:  (49-34)÷85=3/17
5305:  49x40÷39=50’10/39
5306:  44÷78x47/74=517/1443
5307:  85-(37+85)/58=82’26/29
5308:  10÷(6÷53)=88’1/3
5309:  32-(57/32÷55)=31’1703/1760
5310:  (36÷52)+52=52’9/13
5311:  69/64x78x52=4372’7/8
5312:  3÷62+36=36’3/62
5313:  74÷15÷56/92=8’11/105
5314:  78+(25x93)=2403
5315:  85x86+5=7315
5316:  22+(30÷23)=23’7/23
5317:  6-(33÷48)/65=5’1029/1040
5318:  21/98÷44/17+56=56’51/616
5319:  (14+92)-38=68
5320:  25x68-82=1618
5321:  (64x79)-2/62=5055’30/31
5322:  17x(10+44)/30=30’3/5
5323:  (96x73)-14=6994
5324:  50x(84+93)/56=158’1/28
5325:  31-90÷65/4=25’6/13
5326:  (76-15)x72/98=44’40/49
5327:  (89+29)+73/65=119’8/65
5328:  9÷(88-64)=3/8
5329:  (94-1)+27=120
5330:  49÷(98÷70)=35
5331:  97x(12/42+30)=2937’5/7
5332:  53x86-35=4523
5333:  15x6÷37/85=206’28/37
5334:  (72x32)÷73=31’41/73
5335:  33/32÷(28÷45)=1’589/896
5336:  (64+13)÷33=2’1/3
5337:  30+27+50=107
5338:  93-74x42/41=17’8/41
5339:  (37÷2)+45=63’1/2
5340:  (65+83)+63=211
5341:  42+(60+92)=194
5342:  (73-71)+20=22
5343:  15-(69+77)/11=1’8/11
5344:  28÷80/66x78=1801’4/5
5345:  58+69-4=123
5346:  39÷(34+98)=13/44
5347:  33/15+(54x18)=974’1/5
5348:  45+96x87=8397
5349:  79+(37x29)/55=98’28/55
5350:  98+(16/31+65)=163’16/31
5351:  99÷(39+70)=99/109
5352:  62÷(94+65)=62/159
5353:  39x81÷17/78=14494’4/17
5354:  (99÷44)x83/45=4’3/20
5355:  29x24÷68=10’4/17
5356:  61÷(95x77)=61/7315
5357:  (4+51)/83+16=16’55/83
5358:  (78/63÷70)/48x19=247/35280
5359:  (63÷47)÷21=3/47
5360:  (81-78)+88=91
5361:  (55÷29)-48/68=1’94/493
5362:  65/53x(52÷23)=2’942/1219
5363:  12+(39÷33)=13’2/11
5364:  (30+78)+39=147
5365:  60÷(79x86)=30/3397
5366:  59+(32+25)=116
5367:  12x34x6=2448
5368:  (54-32)-45/43=20’41/43
5369:  (82x36)+50=3002
5370:  29+11/2÷28=29’11/56
5371:  (100+89)x91=17199
